step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
44,0.38162076473236084,0.8998875021934509,,,,,,,,2025-09-29T15:32:47.5120000Z
45,0.4287705421447754,0.8778378367424011,,,,,,,,2025-09-29T15:32:48.7120000Z
46,0.3432959020137787,0.9112244844436646,,,,,,,,2025-09-29T15:32:49.9080000Z
47,0.4348170757293701,0.8770402669906616,,,,,,,,2025-09-29T15:32:53.8340000Z
48,0.43774980306625366,0.8739596009254456,,,,,,,,2025-09-29T15:32:57.7390000Z
49,0.36906594038009644,0.9021479487419128,,,,,,,,2025-09-29T15:33:01.9420000Z
50,0.4160352647304535,0.8788853287696838,,,,,,,,2025-09-29T15:33:05.8380000Z
51,0.44276413321495056,0.8726483583450317,,,,,,,,2025-09-29T15:33:09.7280000Z
52,0.309861421585083,0.9206501245498657,,,,,,,,2025-09-29T15:33:13.9310000Z
53,0.34271475672721863,0.8959699869155884,,,,,,,,2025-09-29T15:33:15.1250000Z
54,0.4492194354534149,0.8780193328857422,,,,,,,,2025-09-29T15:33:19.0220000Z
55,0.3606700301170349,0.8977528214454651,,,,,,,,2025-09-29T15:33:22.9130000Z
56,0.326156347990036,0.9046652913093567,,,,,,,,2025-09-29T15:33:27.1090000Z
57,0.3835552930831909,0.8970727324485779,,,,,,,,2025-09-29T15:33:31.0090000Z
58,0.30130425095558167,0.9040554165840149,,,,,,,,2025-09-29T15:33:34.9080000Z
59,0.3130030930042267,0.9009812474250793,,,,,,,,2025-09-29T15:33:36.0970000Z
60,0.3479621410369873,0.8949999809265137,,,,,,,,2025-09-29T15:33:40.2920000Z
61,0.324955552816391,0.9029126167297363,,,,,,,,2025-09-29T15:33:41.4870000Z
62,0.30138739943504333,0.9135559797286987,,,,,,,,2025-09-29T15:33:45.3890000Z
63,0.32662060856819153,0.8992072343826294,,,,,,,,2025-09-29T15:33:46.6210000Z
64,0.25303104519844055,0.9277523159980774,,,,,,,,2025-09-29T15:33:50.5240000Z
65,0.2811966836452484,0.9108280539512634,,,,,,,,2025-09-29T15:33:52.0640000Z
66,0.29356399178504944,0.908820629119873,,,,,,,,2025-09-29T15:33:55.9530000Z
67,0.30056074261665344,0.9012473821640015,,,,,,,,2025-09-29T15:34:01.0520000Z
68,0.19247983396053314,0.9462890625,,,,,,,,2025-09-29T15:34:04.9450000Z
69,0.2780081629753113,0.9094942212104797,,,,,,,,2025-09-29T15:34:09.1680000Z
70,0.2830055058002472,0.9229050278663635,,,,,,,,2025-09-29T15:34:10.3660000Z
71,0.3028947710990906,0.909808337688446,,,,,,,,2025-09-29T15:34:11.5550000Z
72,0.24447877705097198,0.9183006286621094,,,,,,,,2025-09-29T15:34:16.3580000Z
73,0.26472610235214233,0.9087677597999573,,,,,,,,2025-09-29T15:34:17.5440000Z
74,0.20282655954360962,0.9398496150970459,,,,,,,,2025-09-29T15:34:18.7370000Z
75,0.2860347032546997,0.9096774458885193,,,,,,,,2025-09-29T15:34:22.9270000Z
76,0.22301891446113586,0.9333333373069763,,,,,,,,2025-09-29T15:34:26.8250000Z
77,0.2247513234615326,0.9444444179534912,,,,,,,,2025-09-29T15:34:28.0210000Z
78,0.3066956698894501,0.923794686794281,,,,,,,,2025-09-29T15:34:32.5140000Z
79,0.2131205052137375,0.9229229092597961,,,,,,,,2025-09-29T15:34:36.4110000Z
80,0.22034400701522827,0.9451888203620911,,,,,,,,2025-09-29T15:34:37.6180000Z
81,0.1539873629808426,0.9530892372131348,,,,,,,,2025-09-29T15:34:38.8160000Z
82,0.2048652321100235,0.9326364398002625,,,,,,,,2025-09-29T15:34:40.0090000Z
83,0.21141217648983002,0.9202175736427307,,,,,,,,2025-09-29T15:34:43.9100000Z
84,0.16495546698570251,0.9503722190856934,,,,,,,,2025-09-29T15:34:47.8220000Z
85,0.21618275344371796,0.93313068151474,,,,,,,,2025-09-29T15:34:49.0200000Z
86,0.195087730884552,0.9353099465370178,,,,,,,,2025-09-29T15:34:53.2190000Z
87,0.23045113682746887,0.9322709441184998,,,,,,,,2025-09-29T15:34:57.1280000Z
88,0.19619810581207275,0.9377934336662292,,,,,,,,2025-09-29T15:34:58.3300000Z
89,0.18812425434589386,0.935960590839386,,,,,,,,2025-09-29T15:35:02.2270000Z
90,0.1860455721616745,0.936956524848938,,,,,,,,2025-09-29T15:35:03.4300000Z
91,0.16671665012836456,0.9373737573623657,,,,,,,,2025-09-29T15:35:04.6220000Z
92,0.16107513010501862,0.9447287321090698,,,,,,,,2025-09-29T15:35:08.5260000Z
93,0.16346748173236847,0.9436936974525452,,,,,,,,2025-09-29T15:35:09.7150000Z
94,0.16306543350219727,0.9492325782775879,,,,,,,,2025-09-29T15:35:13.9150000Z
95,0.17494188249111176,0.9390815496444702,,,,,,,,2025-09-29T15:35:16.9620000Z
96,0.18402321636676788,0.9325643181800842,,,,,,,,2025-09-29T15:35:20.8700000Z
97,0.12486831843852997,0.9573560953140259,,,,,,,,2025-09-29T15:35:22.0910000Z
98,0.1879136711359024,0.9336585402488708,,,,,,,,2025-09-29T15:35:23.2960000Z
99,0.13840799033641815,0.9558441638946533,,,,,,,,2025-09-29T15:35:24.4980000Z
100,0.16888859868049622,0.9366130828857422,,0.16070846872231395,0.9474226804123711,,,,,2025-09-29T15:35:31.1270000Z
101,0.17561693489551544,0.9441340565681458,,,,,,,,2025-09-29T15:35:39.8070000Z
102,0.1352689266204834,0.9493414163589478,,,,,,,,2025-09-29T15:35:41.3050000Z
103,0.17430955171585083,0.9441558718681335,,,,,,,,2025-09-29T15:35:46.1060000Z
104,0.1416514664888382,0.9521738886833191,,,,,,,,2025-09-29T15:35:47.3240000Z
105,0.18584954738616943,0.932851254940033,,,,,,,,2025-09-29T15:35:51.2190000Z
106,0.17543067038059235,0.940891444683075,,,,,,,,2025-09-29T15:35:55.4470000Z
107,0.18554238975048065,0.9403141140937805,,,,,,,,2025-09-29T15:35:56.3540000Z
108,0.19629979133605957,0.9334061145782471,,,,,,,,2025-09-29T15:35:57.5720000Z
109,0.17846092581748962,0.935799777507782,,,,,,,,2025-09-29T15:35:58.7690000Z
110,0.15795382857322693,0.9427767395973206,,,,,,,,2025-09-29T15:36:02.9690000Z
111,0.16914372146129608,0.9421221613883972,,,,,,,,2025-09-29T15:36:04.2680000Z
112,0.1697683334350586,0.9312977194786072,,,,,,,,2025-09-29T15:36:05.4790000Z
113,0.20286358892917633,0.9273461103439331,,,,,,,,2025-09-29T15:36:06.3810000Z
114,0.20103372633457184,0.9360341429710388,,,,,,,,2025-09-29T15:36:07.5800000Z
115,0.1631615310907364,0.9433701634407043,,,,,,,,2025-09-29T15:36:11.7710000Z
116,0.16332004964351654,0.9535911679267883,,,,,,,,2025-09-29T15:36:12.6700000Z
117,0.19091057777404785,0.9314869046211243,,,,,,,,2025-09-29T15:36:16.8700000Z
118,0.139607772231102,0.9528846144676208,,,,,,,,2025-09-29T15:36:18.1040000Z
119,0.18085026741027832,0.9346110224723816,,,,,,,,2025-09-29T15:36:21.1050000Z
120,0.17641481757164001,0.9413549304008484,,,,,,,,2025-09-29T15:36:21.9970000Z
121,0.13602806627750397,0.9497435688972473,,,,,,,,2025-09-29T15:36:23.1960000Z
122,0.19020943343639374,0.9272446036338806,,,,,,,,2025-09-29T15:36:27.4030000Z
123,0.15349078178405762,0.9476236701011658,,,,,,,,2025-09-29T15:36:28.5950000Z
124,0.2226354479789734,0.929928719997406,,,,,,,,2025-09-29T15:36:32.4960000Z
125,0.11209306865930557,0.9599999785423279,,,,,,,,2025-09-29T15:36:36.7070000Z
126,0.17323049902915955,0.9386792182922363,,,,,,,,2025-09-29T15:36:37.6080000Z
127,0.16468742489814758,0.9509269595146179,,,,,,,,2025-09-29T15:36:39.1110000Z
128,0.1527424156665802,0.9498249888420105,,,,,,,,2025-09-29T15:36:42.1180000Z
129,0.14583264291286469,0.9553571343421936,,,,,,,,2025-09-29T15:36:43.3230000Z
130,0.16794443130493164,0.9448123574256897,,,,,,,,2025-09-29T15:36:44.5260000Z
131,0.12047473341226578,0.9570956826210022,,,,,,,,2025-09-29T15:36:48.4320000Z
132,0.14000719785690308,0.9448275566101074,,,,,,,,2025-09-29T15:36:52.6350000Z
133,0.12154005467891693,0.9595375657081604,,,,,,,,2025-09-29T15:36:53.8330000Z
134,0.17348740994930267,0.9411764740943909,,,,,,,,2025-09-29T15:36:55.0340000Z
135,0.22435852885246277,0.9189704656600952,,,,,,,,2025-09-29T15:36:56.2360000Z
136,0.11552104353904724,0.9590697884559631,,,,,,,,2025-09-29T15:37:00.1400000Z
137,0.130351722240448,0.9542421102523804,,,,,,,,2025-09-29T15:37:01.3410000Z
138,0.1725529432296753,0.9343675374984741,,,,,,,,2025-09-29T15:37:02.5370000Z
139,0.13214455544948578,0.9542048573493958,,,,,,,,2025-09-29T15:37:07.6320000Z
140,0.20656388998031616,0.9366963505744934,,,,,,,,2025-09-29T15:37:08.8250000Z
141,0.16563968360424042,0.9448491334915161,,,,,,,,2025-09-29T15:37:10.0160000Z
142,0.16407011449337006,0.946496844291687,,,,,,,,2025-09-29T15:37:14.2230000Z
143,0.16348692774772644,0.9392971396446228,,,,,,,,2025-09-29T15:37:15.1140000Z
144,0.16615080833435059,0.9454365372657776,,,,,,,,2025-09-29T15:37:16.3230000Z
145,0.17387546598911285,0.9339853525161743,,,,,,,,2025-09-29T15:37:20.5250000Z
146,0.3061603605747223,0.9053254723548889,,,,,,,,2025-09-29T15:37:24.4160000Z
147,0.1698543131351471,0.9351145029067993,,,,,,,,2025-09-29T15:37:25.6200000Z
148,0.19656892120838165,0.932539701461792,,,,,,,,2025-09-29T15:37:26.8330000Z
149,0.17596158385276794,0.9384164214134216,,,,,,,,2025-09-29T15:37:28.0350000Z
150,0.15060603618621826,0.9428274631500244,,,,,,,,2025-09-29T15:37:29.2430000Z
151,0.1353369504213333,0.9595314264297485,,,,,,,,2025-09-29T15:37:30.4340000Z
152,0.1387629359960556,0.9490683078765869,,,,,,,,2025-09-29T15:37:34.3330000Z
153,0.1327308863401413,0.9481417536735535,,,,,,,,2025-09-29T15:37:38.2620000Z
154,0.19221359491348267,0.9308755993843079,,,,,,,,2025-09-29T15:37:39.7710000Z
155,0.19350364804267883,0.9295774698257446,,,,,,,,2025-09-29T15:37:43.6750000Z
156,0.15434212982654572,0.9394939541816711,,,,,,,,2025-09-29T15:37:44.8650000Z
157,0.18435731530189514,0.9324975609779358,,,,,,,,2025-09-29T15:37:48.4740000Z
158,0.15624037384986877,0.9519650936126709,,,,,,,,2025-09-29T15:37:49.6690000Z
159,0.13007764518260956,0.9650872945785522,,,,,,,,2025-09-29T15:37:50.8760000Z
160,0.17363561689853668,0.9369469285011292,,,,,,,,2025-09-29T15:37:52.0870000Z
161,0.16225691139698029,0.9467120170593262,,,,,,,,2025-09-29T15:37:53.3270000Z
162,0.1963086873292923,0.9370409250259399,,,,,,,,2025-09-29T15:37:54.5370000Z
163,0.17127305269241333,0.9371293187141418,,,,,,,,2025-09-29T15:37:55.7740000Z
164,0.16820868849754333,0.9476661682128906,,,,,,,,2025-09-29T15:37:56.9790000Z
165,0.18199603259563446,0.9375582337379456,,,,,,,,2025-09-29T15:38:00.8790000Z
166,0.17002321779727936,0.9436781406402588,,,,,,,,2025-09-29T15:38:02.0810000Z
167,0.16944476962089539,0.9362606406211853,,,,,,,,2025-09-29T15:38:05.9840000Z
168,0.15961620211601257,0.9437428116798401,,,,,,,,2025-09-29T15:38:07.1890000Z
169,0.13830462098121643,0.949999988079071,,,,,,,,2025-09-29T15:38:11.0920000Z
170,0.16739442944526672,0.9453044533729553,,,,,,,,2025-09-29T15:38:12.2990000Z
171,0.14403069019317627,0.9464285969734192,,,,,,,,2025-09-29T15:38:13.5030000Z
172,0.22038808465003967,0.9241917729377747,,,,,,,,2025-09-29T15:38:14.7090000Z
173,0.18132942914962769,0.9428571462631226,,,,,,,,2025-09-29T15:38:15.9070000Z
174,0.18049193918704987,0.9357959628105164,,,,,,,,2025-09-29T15:38:18.9090000Z
175,0.14741948246955872,0.9478908181190491,,,,,,,,2025-09-29T15:38:20.1100000Z
176,0.1660824716091156,0.9422459602355957,,,,,,,,2025-09-29T15:38:21.3090000Z
177,0.1530160903930664,0.9496932625770569,,,,,,,,2025-09-29T15:38:25.2110000Z
178,0.24322490394115448,0.9168316721916199,,,,,,,,2025-09-29T15:38:29.1030000Z
179,0.20412087440490723,0.9257732033729553,,,,,,,,2025-09-29T15:38:30.3070000Z
180,0.15856213867664337,0.9477611780166626,,,,,,,,2025-09-29T15:38:31.5030000Z
181,0.17047885060310364,0.9412382245063782,,,,,,,,2025-09-29T15:38:32.7010000Z
182,0.15508992969989777,0.9499499201774597,,,,,,,,2025-09-29T15:38:33.9040000Z
183,0.14061519503593445,0.9492385983467102,,,,,,,,2025-09-29T15:38:35.0920000Z
184,0.1505541205406189,0.942369282245636,,,,,,,,2025-09-29T15:38:38.0940000Z
185,0.13571274280548096,0.9440860152244568,,,,,,,,2025-09-29T15:38:39.2850000Z
186,0.16577889025211334,0.93736732006073,,,,,,,,2025-09-29T15:38:40.4810000Z
187,0.17470359802246094,0.9413681030273438,,,,,,,,2025-09-29T15:38:41.6820000Z
188,0.15146760642528534,0.9401623010635376,,,,,,,,2025-09-29T15:38:42.5800000Z
189,0.17788347601890564,0.9287330508232117,,,,,,,,2025-09-29T15:38:43.7730000Z
190,0.1518932729959488,0.9488465189933777,,,,,,,,2025-09-29T15:38:47.0700000Z
191,0.10605281591415405,0.9573400020599365,,,,,,,,2025-09-29T15:38:50.9590000Z
192,0.1530865877866745,0.9510489702224731,,,,,,,,2025-09-29T15:38:52.1660000Z
193,0.11751475185155869,0.9519331455230713,,,,,,,,2025-09-29T15:38:53.3680000Z
194,0.2097764015197754,0.9221835136413574,,,,,,,,2025-09-29T15:38:54.5580000Z
195,0.13588637113571167,0.9596083164215088,,,,,,,,2025-09-29T15:38:57.2530000Z
196,0.16644756495952606,0.9406036734580994,,,,,,,,2025-09-29T15:38:58.4490000Z
197,0.17099979519844055,0.9338929653167725,,,,,,,,2025-09-29T15:38:59.6480000Z
198,0.15560270845890045,0.9475524425506592,,,,,,,,2025-09-29T15:39:03.5550000Z
199,0.15201479196548462,0.9460784196853638,,,,,,,,2025-09-29T15:39:04.7570000Z
200,0.14373652637004852,0.952102780342102,,0.13501390047466771,0.9473684210526315,,,,,2025-09-29T15:39:08.9940000Z
201,0.13839034736156464,0.9435840845108032,,,,,,,,2025-09-29T15:39:10.7950000Z
202,0.16828589141368866,0.9413265585899353,,,,,,,,2025-09-29T15:39:11.9940000Z
203,0.17830562591552734,0.9396170973777771,,,,,,,,2025-09-29T15:39:14.9900000Z
204,0.12266375869512558,0.9563318490982056,,,,,,,,2025-09-29T15:39:16.1850000Z
205,0.15112484991550446,0.9424183964729309,,,,,,,,2025-09-29T15:39:20.0940000Z
206,0.13304010033607483,0.9498934149742126,,,,,,,,2025-09-29T15:39:21.2880000Z
207,0.1546640396118164,0.9419752955436707,,,,,,,,2025-09-29T15:39:22.4860000Z
208,0.14024385809898376,0.9487982988357544,,,,,,,,2025-09-29T15:39:23.6830000Z
209,0.16739432513713837,0.9384902119636536,,,,,,,,2025-09-29T15:39:27.8950000Z
210,0.1589440107345581,0.9410211443901062,,,,,,,,2025-09-29T15:39:29.0870000Z
211,0.1739901304244995,0.9384800791740417,,,,,,,,2025-09-29T15:39:29.9850000Z
212,0.14465437829494476,0.9459459185600281,,,,,,,,2025-09-29T15:39:31.2000000Z
213,0.156545951962471,0.9471624493598938,,,,,,,,2025-09-29T15:39:32.4000000Z
214,0.21072286367416382,0.9220138192176819,,,,,,,,2025-09-29T15:39:33.6380000Z
215,0.13106875121593475,0.950630247592926,,,,,,,,2025-09-29T15:39:34.8390000Z
216,0.16698746383190155,0.9327808618545532,,,,,,,,2025-09-29T15:39:36.0390000Z
217,0.16814719140529633,0.9534246325492859,,,,,,,,2025-09-29T15:39:37.2390000Z
218,0.1315382719039917,0.9509615302085876,,,,,,,,2025-09-29T15:39:38.1380000Z
219,0.15666528046131134,0.9484327435493469,,,,,,,,2025-09-29T15:39:39.3390000Z
220,0.14777584373950958,0.9383177757263184,,,,,,,,2025-09-29T15:39:43.5410000Z
221,0.10862018167972565,0.9604166746139526,,,,,,,,2025-09-29T15:39:44.7390000Z
222,0.07721022516489029,0.9778516292572021,,,,,,,,2025-09-29T15:39:45.6620000Z
223,0.14252722263336182,0.9479926824569702,,,,,,,,2025-09-29T15:39:46.8580000Z
224,0.15542441606521606,0.9471544623374939,,,,,,,,2025-09-29T15:39:48.0610000Z
225,0.21378739178180695,0.9212962985038757,,,,,,,,2025-09-29T15:39:49.2620000Z
226,0.15227793157100677,0.955165684223175,,,,,,,,2025-09-29T15:39:50.4620000Z
227,0.13549788296222687,0.954489529132843,,,,,,,,2025-09-29T15:39:51.6550000Z
228,0.17288029193878174,0.9405940771102905,,,,,,,,2025-09-29T15:39:55.5550000Z
229,0.15389227867126465,0.9429134130477905,,,,,,,,2025-09-29T15:39:56.7650000Z
230,0.2147207260131836,0.928438663482666,,,,,,,,2025-09-29T15:40:00.6730000Z
231,0.17529012262821198,0.9358208775520325,,,,,,,,2025-09-29T15:40:01.5740000Z
232,0.14487230777740479,0.9547325372695923,,,,,,,,2025-09-29T15:40:02.7820000Z
233,0.1443786472082138,0.9536722898483276,,,,,,,,2025-09-29T15:40:03.9810000Z
234,0.0998305082321167,0.9611764550209045,,,,,,,,2025-09-29T15:40:08.1850000Z
235,0.16200920939445496,0.9425901174545288,,,,,,,,2025-09-29T15:40:12.3870000Z
236,0.13099171221256256,0.9512194991111755,,,,,,,,2025-09-29T15:40:13.5860000Z
237,0.20264391601085663,0.9330900311470032,,,,,,,,2025-09-29T15:40:17.8000000Z
238,0.14955535531044006,0.9432799220085144,,,,,,,,2025-09-29T15:40:19.0030000Z
239,0.14035454392433167,0.9513457417488098,,,,,,,,2025-09-29T15:40:19.9310000Z
240,0.1513146013021469,0.9381327629089355,,,,,,,,2025-09-29T15:40:21.1150000Z
241,0.1718120276927948,0.9304577708244324,,,,,,,,2025-09-29T15:40:22.3250000Z
242,0.14943015575408936,0.953656017780304,,,,,,,,2025-09-29T15:40:23.5330000Z
243,0.161650612950325,0.9516957998275757,,,,,,,,2025-09-29T15:40:24.7370000Z
244,0.15742948651313782,0.9532608985900879,,,,,,,,2025-09-29T15:40:25.9380000Z
245,0.16002215445041656,0.9438775777816772,,,,,,,,2025-09-29T15:40:27.1410000Z
246,0.13699425756931305,0.9530938267707825,,,,,,,,2025-09-29T15:40:28.0820000Z
247,0.13526566326618195,0.9480932354927063,,,,,,,,2025-09-29T15:40:29.2960000Z
248,0.1302197128534317,0.9519230723381042,,,,,,,,2025-09-29T15:40:30.5040000Z
249,0.15928217768669128,0.9455930590629578,,,,,,,,2025-09-29T15:40:31.4300000Z
250,0.14317572116851807,0.9497258067131042,,,,,,,,2025-09-29T15:40:32.9080000Z
251,0.1676710695028305,0.9386423230171204,,,,,,,,2025-09-29T15:40:36.8080000Z
252,0.15279090404510498,0.9448491334915161,,,,,,,,2025-09-29T15:40:38.0140000Z
253,0.135836660861969,0.9535147547721863,,,,,,,,2025-09-29T15:40:39.2180000Z
254,0.15408176183700562,0.941626787185669,,,,,,,,2025-09-29T15:40:40.1230000Z
255,0.14405949413776398,0.9552529454231262,,,,,,,,2025-09-29T15:40:41.3270000Z
256,0.16875453293323517,0.9436202049255371,,,,,,,,2025-09-29T15:40:42.5370000Z
257,0.17671744525432587,0.940446674823761,,,,,,,,2025-09-29T15:40:43.7440000Z
258,0.13390876352787018,0.9555325508117676,,,,,,,,2025-09-29T15:40:47.9490000Z
259,0.16382668912410736,0.9428868293762207,,,,,,,,2025-09-29T15:40:49.1530000Z
260,0.14824818074703217,0.9466791152954102,,,,,,,,2025-09-29T15:40:50.0550000Z
261,0.16211692988872528,0.9445585012435913,,,,,,,,2025-09-29T15:40:51.2600000Z
262,0.14222781360149384,0.9501991868019104,,,,,,,,2025-09-29T15:40:52.4610000Z
263,0.1394639015197754,0.9510117173194885,,,,,,,,2025-09-29T15:40:53.6690000Z
264,0.17835301160812378,0.9376237392425537,,,,,,,,2025-09-29T15:40:54.8680000Z
265,0.1759013831615448,0.9454950094223022,,,,,,,,2025-09-29T15:40:56.0660000Z
266,0.18267330527305603,0.9270976781845093,,,,,,,,2025-09-29T15:40:57.2770000Z
267,0.12823814153671265,0.951886773109436,,,,,,,,2025-09-29T15:41:01.1870000Z
268,0.14960318803787231,0.946351945400238,,,,,,,,2025-09-29T15:41:02.3970000Z
269,0.1441555768251419,0.9518900513648987,,,,,,,,2025-09-29T15:41:03.6000000Z
270,0.20345613360404968,0.9284141063690186,,,,,,,,2025-09-29T15:41:04.7920000Z
271,0.15411171317100525,0.9515706896781921,,,,,,,,2025-09-29T15:41:06.0020000Z
272,0.14452415704727173,0.9389830231666565,,,,,,,,2025-09-29T15:41:07.4500000Z
273,0.15524062514305115,0.9382957816123962,,,,,,,,2025-09-29T15:41:08.4050000Z
274,0.1777598261833191,0.9318181872367859,,,,,,,,2025-09-29T15:41:09.3170000Z
275,0.18698088824748993,0.9273797869682312,,,,,,,,2025-09-29T15:41:10.5240000Z
276,0.16444921493530273,0.9411764740943909,,,,,,,,2025-09-29T15:41:11.7360000Z
277,0.12692135572433472,0.9527649879455566,,,,,,,,2025-09-29T15:41:12.9720000Z
278,0.17516882717609406,0.9436464309692383,,,,,,,,2025-09-29T15:41:14.1900000Z
279,0.15081973373889923,0.9381746649742126,,,,,,,,2025-09-29T15:41:15.4020000Z
280,0.16210032999515533,0.9459999799728394,,,,,,,,2025-09-29T15:41:16.5990000Z
281,0.18462711572647095,0.9390609264373779,,,,,,,,2025-09-29T15:41:17.8050000Z
282,0.1359272450208664,0.9483282566070557,,,,,,,,2025-09-29T15:41:18.7150000Z
283,0.14673006534576416,0.9520479440689087,,,,,,,,2025-09-29T15:41:19.9250000Z
284,0.14457690715789795,0.951361894607544,,,,,,,,2025-09-29T15:41:21.1280000Z
285,0.16594505310058594,0.9338521361351013,,,,,,,,2025-09-29T15:41:22.3380000Z
286,0.13785946369171143,0.9410526156425476,,,,,,,,2025-09-29T15:41:23.5400000Z
287,0.1454094648361206,0.9519230723381042,,,,,,,,2025-09-29T15:41:27.7480000Z
288,0.1316789984703064,0.9496920108795166,,,,,,,,2025-09-29T15:41:28.9490000Z
289,0.1418067067861557,0.9524456262588501,,,,,,,,2025-09-29T15:41:32.8600000Z
290,0.14712192118167877,0.9453441500663757,,,,,,,,2025-09-29T15:41:34.0720000Z
291,0.16968345642089844,0.938524603843689,,,,,,,,2025-09-29T15:41:35.2740000Z
292,0.16696152091026306,0.9443742036819458,,,,,,,,2025-09-29T15:41:36.4760000Z
293,0.14375610649585724,0.9490835070610046,,,,,,,,2025-09-29T15:41:37.4080000Z
294,0.14866499602794647,0.9426987171173096,,,,,,,,2025-09-29T15:41:38.5960000Z
295,0.15668314695358276,0.9420422911643982,,,,,,,,2025-09-29T15:41:39.7950000Z
296,0.11351563781499863,0.9643917083740234,,,,,,,,2025-09-29T15:41:41.0070000Z
297,0.14151830971240997,0.9395734667778015,,,,,,,,2025-09-29T15:41:42.2190000Z
298,0.14033031463623047,0.9431172013282776,,,,,,,,2025-09-29T15:41:43.4330000Z
299,0.12774251401424408,0.9533029794692993,,,,,,,,2025-09-29T15:41:44.6450000Z
300,0.18832671642303467,0.9371002316474915,,0.1386464966109731,0.9483667017913593,,,,,2025-09-29T15:41:48.9050000Z
